Name,Link,OfficialTitle,LegisType,BillStage
BILLS-115s337is,https://www.govinfo.gov/content/pkg/BILLS-115s337is/xml/BILLS-115s337is.xml,"To provide paid family and medical leave benefits to certain individuals, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s1631rs,https://www.govinfo.gov/content/pkg/BILLS-115s1631rs/xml/BILLS-115s1631rs.xml,"To authorize the Department of State for Fiscal Year 2018, and for other purposes.",A BILL,Reported-in-Senate
BILLS-115hr4261ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4261ih/xml/BILLS-115hr4261ih.xml,"To improve public safety, accountability, transparency, and respect for federalism in Federal
			 criminal law by applying evidence-based reforms already made by some
			 States, and reinvesting the resulting savings from doing so in additional
			 evidence-based criminal justice strategies that are proven to reduce
			 recidivism and crime, and the burden of the criminal justice system on the
			 taxpayer.",A BILL,Introduced-in-House
BILLS-115s3246is,https://www.govinfo.gov/content/pkg/BILLS-115s3246is/xml/BILLS-115s3246is.xml,"To provide enhanced protections for taxpayers from fraud and other illegal activities, and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3474ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3474ih/xml/BILLS-115hr3474ih.xml,"To provide for the establishment of an accountable and humane border security strategy for the
			 international land borders of the United States, address cultural,
			 economic, ecological, environmental and humanitarian impacts of border
			 security infrastructure, measures, and activities along the international
			 land borders of the United States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5164ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5164ih/xml/BILLS-115hr5164ih.xml,"To expand economic opportunities, improve community policing, and promote common-sense gun violence
			 prevention in underserved communities, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr947ih,https://www.govinfo.gov/content/pkg/BILLS-115hr947ih/xml/BILLS-115hr947ih.xml,"To provide paid family and medical leave benefits to certain individuals, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1000ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1000ih/xml/BILLS-115hr1000ih.xml,"To establish the National Full Employment Trust Fund to create employment opportunities for the
			 unemployed.",A BILL,Introduced-in-House
BILLS-115s2199pcs,https://www.govinfo.gov/content/pkg/BILLS-115s2199pcs/xml/BILLS-115s2199pcs.xml,"To authorize appropriations for border infrastructure construction, to provide conditional resident
			 status to certain aliens, and to amend the Immigration and Nationality Act
			 to include grounds of inadmissibility and deportability for alien members
			 of criminal gangs and cartels, and for other purposes.",A BILL,Placed-on-Calendar-Senate
BILLS-115s1937is,https://www.govinfo.gov/content/pkg/BILLS-115s1937is/xml/BILLS-115s1937is.xml,"To authorize appropriations for border infrastructure construction, to provide conditional resident
			 status to certain aliens, and to amend the Immigration and Nationality Act
			 to include grounds of inadmissibility and deportability for alien members
			 of criminal gangs and cartels, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr4796ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4796ih/xml/BILLS-115hr4796ih.xml,"To provide relief from removal and adjustment of status of certain individuals who are long-term
			 United States residents and who entered the United States before reaching
			 the age of 18, improve border security, foster United States engagement in
			 Central America, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2367is,https://www.govinfo.gov/content/pkg/BILLS-115s2367is/xml/BILLS-115s2367is.xml,"To provide relief from removal and adjustment of status of certain individuals who are long-term
			 United States residents and who entered the United States before reaching
			 the age of 18, improve border security, foster United States engagement in
			 Central America, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6776rh,https://www.govinfo.gov/content/pkg/BILLS-115hr6776rh/xml/BILLS-115hr6776rh.xml,"Making appropriations for the Department of Homeland Security for the fiscal year ending September 30, 2019, and for other purposes. ",A BILL,Reported-in-House
BILLS-115hr5841ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5841ih/xml/BILLS-115hr5841ih.xml,"To modernize and strengthen the Committee on Foreign Investment in the United States to more
			 effectively guard against the risk to the national security of the United
			 States posed by certain types of foreign investment, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr5841pcs,https://www.govinfo.gov/content/pkg/BILLS-115hr5841pcs/xml/BILLS-115hr5841pcs.xml,"To modernize and strengthen the Committee on Foreign Investment in the United States to more
			 effectively guard against the risk to the national security of the United
			 States posed by certain types of foreign investment, and for other
			 purposes.",AN ACT,Placed-on-Calendar-Senate
BILLS-115hr5531ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5531ih/xml/BILLS-115hr5531ih.xml,"To provide for a comprehensive, multifaceted approach to preventing and treating opioid addiction.",A BILL,Introduced-in-House
BILLS-115hr6134ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6134ih/xml/BILLS-115hr6134ih.xml,"To clarify standards of family detention and the treatment of unaccompanied alien children, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr5841eh,https://www.govinfo.gov/content/pkg/BILLS-115hr5841eh/xml/BILLS-115hr5841eh.xml,"To modernize and strengthen the Committee on Foreign Investment in the United States to more effectively guard against the risk to the national security of the United States posed by certain types of foreign investment, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr5682rds,https://www.govinfo.gov/content/pkg/BILLS-115hr5682rds/xml/BILLS-115hr5682rds.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",AN ACT,Received-in-Senate
BILLS-115hr5682ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5682ih/xml/BILLS-115hr5682ih.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5682rh,https://www.govinfo.gov/content/pkg/BILLS-115hr5682rh/xml/BILLS-115hr5682rh.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr5682eh,https://www.govinfo.gov/content/pkg/BILLS-115hr5682eh/xml/BILLS-115hr5682eh.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from prison, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115s2795is,https://www.govinfo.gov/content/pkg/BILLS-115s2795is/xml/BILLS-115s2795is.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr6204ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6204ih/xml/BILLS-115hr6204ih.xml,"To clarify standards of family detention and the treatment of unaccompanied alien children, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr5365ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5365ih/xml/BILLS-115hr5365ih.xml,To amend the Community Services Block Grant Act to reauthorize and modernize the Act.,A BILL,Introduced-in-House
BILLS-115s3584is,https://www.govinfo.gov/content/pkg/BILLS-115s3584is/xml/BILLS-115s3584is.xml,"To amend the Higher Education Act of 1965 in order to increase usage of the Federal student loan
			 income-based repayment plan and improve repayment options for borrowers,
			 and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s3649pcs,https://www.govinfo.gov/content/pkg/BILLS-115s3649pcs/xml/BILLS-115s3649pcs.xml,"To provide for programs to help reduce the risk that prisoners will recidivate upon release from
			 prison, and for other purposes.",A BILL,Placed-on-Calendar-Senate
BILLS-115s1917is,https://www.govinfo.gov/content/pkg/BILLS-115s1917is/xml/BILLS-115s1917is.xml,"To reform sentencing laws and correctional institutions, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3057ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3057ih/xml/BILLS-115hr3057ih.xml,"To establish the use of ranked choice voting in elections for Representatives in Congress, to require each State with more than one Representative to establish multi-member Congressional districts, to require States to conduct Congressional redistricting through independent commissions, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s860es,https://www.govinfo.gov/content/pkg/BILLS-115s860es/xml/BILLS-115s860es.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",AN ACT,Engrossed-in-Senate
BILLS-115hr4074ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4074ih/xml/BILLS-115hr4074ih.xml,To strengthen and expand proven anti-poverty programs and initiatives.,A BILL,Introduced-in-House
BILLS-115s3023pcs,https://www.govinfo.gov/content/pkg/BILLS-115s3023pcs/xml/BILLS-115s3023pcs.xml,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and
			 related agencies for the fiscal year ending September 30, 2019, and for
			 other purposes.",A BILL,Placed-on-Calendar-Senate
BILLS-115hr2511ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2511ih/xml/BILLS-115hr2511ih.xml,"To amend title 10, United States Code, to streamline the acquisition system, invest early in
			 acquisition programs, improve the acquisition workforce, and improve
			 transparency in the acquisition system.",A BILL,Introduced-in-House
BILLS-115s860is,https://www.govinfo.gov/content/pkg/BILLS-115s860is/xml/BILLS-115s860is.xml,"To reauthorize and improve the Juvenile Justice and Delinquency Prevention Act of 1974, and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115s774is,https://www.govinfo.gov/content/pkg/BILLS-115s774is/xml/BILLS-115s774is.xml,"To address the psychological, developmental, social, and emotional needs of children, youth, and
			 families who have experienced trauma, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr1757ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1757ih/xml/BILLS-115hr1757ih.xml,"To address the psychological, developmental, social, and emotional needs of children, youth, and
			 families who have experienced trauma, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6072rh,https://www.govinfo.gov/content/pkg/BILLS-115hr6072rh/xml/BILLS-115hr6072rh.xml,"Making appropriations for the Department of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2019, and for other purposes. ",A BILL,Reported-in-House
BILLS-115hr6237rds,https://www.govinfo.gov/content/pkg/BILLS-115hr6237rds/xml/BILLS-115hr6237rds.xml,"To authorize appropriations for fiscal years 2018 and 2019 for intelligence and
			 intelligence-related activities of the United States Government, the
			 Community Management Account, and the Central Intelligence Agency
			 Retirement and Disability System, and for other purposes.",AN ACT,Received-in-Senate
BILLS-115hr6237eh,https://www.govinfo.gov/content/pkg/BILLS-115hr6237eh/xml/BILLS-115hr6237eh.xml,"To authorize appropriations for fiscal years 2018 and 2019 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr4ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4ih/xml/BILLS-115hr4ih.xml,"To reauthorize programs of the Federal Aviation Administration, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s3386is,https://www.govinfo.gov/content/pkg/BILLS-115s3386is/xml/BILLS-115s3386is.xml,"To amend the Immigration and Nationality Act to provide for an electronic employment verification
			 system, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3353rh,https://www.govinfo.gov/content/pkg/BILLS-115hr3353rh/xml/BILLS-115hr3353rh.xml,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and related agencies for the fiscal year ending September 30, 2018, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr3160ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3160ih/xml/BILLS-115hr3160ih.xml,"To transform neighborhoods of extreme poverty by reforming the public housing demolition and
			 disposition rules to require one-for-one replacement and tenant
			 protections, and to provide public housing agencies with additional
			 resources and flexibility to preserve public housing units, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr6545ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6545ih/xml/BILLS-115hr6545ih.xml,"To reauthorize the Violence Against Women Act of 1994, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1655pcs,https://www.govinfo.gov/content/pkg/BILLS-115s1655pcs/xml/BILLS-115s1655pcs.xml,"Making appropriations for the Departments of Transportation, and Housing and Urban Development, and
			 related agencies for the fiscal year ending September 30, 2018, and for
 other purposes.",A BILL,Placed-on-Calendar-Senate
BILLS-115hr2997ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2997ih/xml/BILLS-115hr2997ih.xml,"To transfer operation of air traffic services currently provided by the Federal Aviation
			 Administration to a separate not-for-profit corporate entity, to
			 reauthorize programs of the Federal Aviation Administration, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr253ih,https://www.govinfo.gov/content/pkg/BILLS-115hr253ih/xml/BILLS-115hr253ih.xml,"To amend parts B and E of title IV of the Social Security Act to invest in funding prevention and
			 family services to help keep children safe and supported at home, to
			 ensure that children in foster care are placed in the least restrictive,
			 most family-like, and appropriate settings, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr59ih,https://www.govinfo.gov/content/pkg/BILLS-115hr59ih/xml/BILLS-115hr59ih.xml,"To enhance the security of chemical facilities, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2680is,https://www.govinfo.gov/content/pkg/BILLS-115s2680is/xml/BILLS-115s2680is.xml,To address the opioid crisis.,A BILL,Introduced-in-Senate
BILLS-115hr302enr,https://www.govinfo.gov/content/pkg/BILLS-115hr302enr/xml/BILLS-115hr302enr.xml,"To provide protections for certain sports medicine professionals, to reauthorize Federal aviation
			 programs, to improve aircraft safety certification processes, and for
			 other purposes.",AN ACT,Enrolled-Bill
BILLS-115hr302eah,https://www.govinfo.gov/content/pkg/BILLS-115hr302eah/xml/BILLS-115hr302eah.xml,,HOUSE AMENDMENT TO SENATE AMENDMENT:,
BILLS-115hres1082eh,https://www.govinfo.gov/content/pkg/BILLS-115hres1082eh/xml/BILLS-115hres1082eh.xml,"Providing for the concurrence by the House in the Senate amendment to H.R. 302, with an amendment.",RESOLUTION,
BILLS-115hr2997rh,https://www.govinfo.gov/content/pkg/BILLS-115hr2997rh/xml/BILLS-115hr2997rh.xml,"To transfer operation of air traffic services currently provided by the Federal Aviation Administration to a separate not-for-profit corporate entity, to reauthorize programs of the Federal Aviation Administration, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr4eh,https://www.govinfo.gov/content/pkg/BILLS-115hr4eh/xml/BILLS-115hr4eh.xml,"To reauthorize programs of the Federal Aviation Administration, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115s2680rs,https://www.govinfo.gov/content/pkg/BILLS-115s2680rs/xml/BILLS-115s2680rs.xml,To address the opioid crisis.,A BILL,Reported-in-Senate
